Beach_Code,Original_Beach_Name,API_Beach_Name,rating,user_ratings_total,lat,lon,Date of collection,Period,length,Trash amount,Beach was cleaned,The last time that beach has been cleaned,The last time that was cleaned from another group,further from the reference point above 100 meters ,Trovato un animale abbandonato o morto,Numero di animali abbandonati o morti,next_season_trash
122,San Leonardo di Cutro,Spiaggia di San Leonardo di Cutro,4.5,31,38.9388,16.962515,18/07/2025,Summer 2025,"1014,54",396.0,True,,False,False,False,0.0,55.0
122,San Leonardo di Cutro,Spiaggia di San Leonardo di Cutro,4.5,31,38.9388,16.962515,03/11/2025,Autumn 2025,"1014,54",55.0,False,,False,False,False,0.0,
116,Scaletto Fornaci,Spiaggia delle Fornaci,4.3,102,44.294806,8.462842,05/06/2025,Summer 2025,"1598,11",2869.0,True,05/06/2025,False,False,False,,18174.0
116,Scaletto Fornaci,Spiaggia delle Fornaci,4.3,102,44.294806,8.462842,19/10/2025,Autumn 2025,"1598,11",18174.0,True,05/06/2025,False,False,False,,
113,Scalo Maestro Marettimo,Scalo Maestro,4.7,47,37.990123,12.060989,08/06/2025,Summer 2025,0,165.0,True,,False,False,False,,
73,Scoglio Lungo,Spiaggia Scoglio Lungo,4.4,245,40.838117,8.408904,15/07/2024,Summer 2024,"64,65",145.0,True,08/06/2024,False,False,False,,66.0
73,Scoglio Lungo,Spiaggia Scoglio Lungo,4.4,245,40.838117,8.408904,17/11/2024,Autumn 2024,"64,65",66.0,True,,False,False,False,,200.0
73,Scoglio Lungo,Spiaggia Scoglio Lungo,4.4,245,40.838117,8.408904,25/01/2025,Winter 2024-2025,"64,65",200.0,True,17/11/2024,False,True,False,,417.0
73,Scoglio Lungo,Spiaggia Scoglio Lungo,4.4,245,40.838117,8.408904,02/09/2025,Autumn 2025,"64,65",417.0,True,10/06/2025,False,False,False,,195.0
73,Scoglio Lungo,Spiaggia Scoglio Lungo,4.4,245,40.838117,8.408904,29/11/2025,Autumn 2025,"64,65",195.0,True,31/08/2025,False,False,False,,
25,Spiaggia Calatabiano foce Alcantara,Spiaggia le rocce nere,4.3,70,37.806678,15.25713,15/09/2024,Autumn 2024,"70,81",1026.0,True,15/09/2024,False,True,False,,3781.0
25,Spiaggia Calatabiano foce Alcantara,Spiaggia le rocce nere,4.3,70,37.806678,15.25713,05/04/2025,Spring 2025,"70,81",3781.0,True,05/04/2025,True,True,False,,1036.0
25,Spiaggia Calatabiano foce Alcantara,Spiaggia le rocce nere,4.3,70,37.806678,15.25713,07/06/2025,Summer 2025,"70,81",1036.0,True,07/06/2025,True,True,False,,2760.0
25,Spiaggia Calatabiano foce Alcantara,Spiaggia le rocce nere,4.3,70,37.806678,15.25713,25/10/2025,Autumn 2025,"70,81",2760.0,True,25/10/2025,True,True,False,,
69,spiaggia Cintioni di San Vito marina,Marina Di San Vito Chietino,4.3,3144,42.313502,14.43994,18/05/2025,Spring 2025,"275,38",265.0,True,,False,False,False,,127.0
69,spiaggia Cintioni di San Vito marina,Marina Di San Vito Chietino,4.3,3144,42.313502,14.43994,16/11/2025,Autumn 2025,"525,56",127.0,True,24/09/2025,True,False,False,,
135,Spiaggia delle Conchiglie,Spiaggia delle Conchiglie,4.4,404,40.716621,17.794531,10/08/2025,Summer 2025,"59,32",144.0,True,,False,True,False,,68.0
135,Spiaggia delle Conchiglie,Spiaggia delle Conchiglie,4.4,404,40.716621,17.794531,29/08/2025,Summer 2025,"59,32",68.0,True,15/08/2025,False,False,False,0.0,
130,SPIAGGIA DELLO SPIAZZO DEL CASTELLO ODESCALCHI- SANTA MARINELLA,Antemurale Porticciolo Santa Marinella,5.0,2,42.033976,11.869202,08/06/2025,Summer 2025,"120,52",275.0,True,08/06/2025,False,False,False,,
80,Spiaggia del Muraglione,Spiaggia libera Viareggio,4.2,1328,43.85592,10.23831,23/02/2025,Winter 2024-2025,"439,42",148.0,True,,False,False,False,,328.0
80,Spiaggia del Muraglione,Spiaggia libera Viareggio,4.2,1328,43.85592,10.23831,08/06/2025,Summer 2025,"439,42",328.0,True,08/06/2025,False,False,False,,
90,Spiaggia del Sarello,Spiaggia del Sarello,3.9,123,38.107672,13.504868,13/10/2025,Autumn 2025,"52,45",254.0,True,22/08/2024,False,True,True,1.0,339.0
90,Spiaggia del Sarello,Spiaggia del Sarello,3.9,123,38.107672,13.504868,25/12/2025,Winter 2025-2026,"52,45",339.0,True,13/10/2025,False,True,True,2.0,
79,Spiaggia del Seggio Area Nord,Spiaggia Libera Dog Beach,4.5,52,43.19304,10.53628,17/11/2024,Autumn 2024,"105,3",215.0,True,,False,False,False,,114.0
79,Spiaggia del Seggio Area Nord,Spiaggia Libera Dog Beach,4.5,52,43.19304,10.53628,15/03/2025,Spring 2025,"105,3",114.0,True,15/03/2025,False,False,False,,60.0
79,Spiaggia del Seggio Area Nord,Spiaggia Libera Dog Beach,4.5,52,43.19304,10.53628,15/11/2025,Autumn 2025,"105,3",60.0,True,,False,False,False,,
132,Spiaggia di Briatico,Spiaggia Briatico,4.5,82,38.726211,16.02392,26/05/2025,Spring 2025,"101,9",105.0,True,26/05/2025,False,False,False,,114.0
132,Spiaggia di Briatico,Spiaggia Briatico,4.5,82,38.726211,16.02392,15/07/2025,Summer 2025,"101,9",114.0,True,26/05/2025,False,False,False,,197.0
132,Spiaggia di Briatico,Spiaggia Briatico,4.5,82,38.726211,16.02392,10/10/2025,Autumn 2025,"101,9",197.0,False,15/07/2025,False,False,False,,
92,Spiaggia di Capaci,Spiaggia Capaci,4.0,378,38.179694,13.227588,13/07/2025,Summer 2025,"157,32",423.0,False,,False,False,False,,260.0
